Magnitude,Depth
5.6,5.0
5.9,264.1
6.2,29.4
5.6,55.6
5.5,33.0
5.7,10.0
5.7,55.2
5.8,155.8
6.1,591.3
5.5,33.0
6.5,24.7
5.6,31.0
5.6,597.1
5.5,41.5
5.8,53.8
5.5,33.3
5.8,120.7
7.1,31.5
5.5,21.3
6.5,560.6
6.0,12.4
5.8,10.0
5.5,33.0
5.6,23.9
5.9,23.9
6.3,16.0
6.1,153.4
5.9,14.0
5.6,49.4
5.5,10.0
5.7,35.6
5.5,27.3
5.5,33.0
5.5,49.2
5.5,26.9
6.0,235.0
5.5,33.0
5.7,38.1
6.0,36.6
6.5,48.1
5.7,391.0
6.3,148.2
5.6,25.9
5.5,15.9
5.5,25.0
6.1,16.3
5.7,56.2
5.6,33.0
6.5,33.0
5.8,114.4
5.8,34.6
5.7,545.4
5.7,10.0
5.5,578.4
5.5,37.0
5.5,66.4
5.5,23.0
6.4,212.4
5.5,33.0
5.6,74.0
7.8,26.5
5.6,33.0
5.7,33.0
5.7,33.0
5.7,33.0
5.7,33.0
6.2,21.9
5.7,54.4
6.4,10.5
5.8,29.6
5.5,55.6
5.5,33.0
6.3,219.2
5.5,33.0
6.0,43.0
6.5,15.2
5.6,601.4
5.9,13.9
6.0,10.0
5.7,29.1
5.5,33.0
5.8,32.4
7.0,26.9
6.0,32.0
5.6,10.0
6.0,33.3
5.5,33.0
5.6,57.2
5.6,594.3
5.6,33.0
6.0,34.9
5.6,33.0
5.7,212.6
5.6,46.9
6.0,62.2
6.3,33.0
5.7,33.0
6.9,21.9
6.3,633.5
5.5,36.3
5.6,39.8
5.9,159.8
6.5,17.3
5.8,26.5
5.6,57.6
5.7,66.6
5.9,56.9
6.2,42.2
6.3,58.9
5.6,176.5
5.7,504.2
5.7,21.3
5.5,81.2
5.8,33.0
5.6,33.0
6.2,24.5
5.7,51.5
5.5,47.2
5.5,65.2
5.5,55.7
6.8,22.3
5.6,54.4
5.6,66.8
5.5,10.0
5.8,10.0
6.0,57.8
6.4,10.0
5.5,10.0
6.0,11.7
7.1,21.1
5.6,33.0
5.9,33.0
5.9,33.0
5.7,61.1
5.6,33.0
6.4,73.5
5.7,33.0
5.6,10.0
6.5,28.3
5.6,118.2
5.6,36.3
5.7,10.7
5.6,22.3
5.6,110.5
6.0,28.2
5.9,21.7
6.3,14.2
6.3,17.2
5.7,22.4
5.5,19.6
6.7,14.2
5.6,14.8
6.0,147.4
5.5,418.7
5.9,32.4
5.5,39.3
5.5,350.1
6.0,75.8
6.6,4.622
5.8,33.0
5.5,33.0
5.5,10.0
6.2,31.5
6.2,9.1
6.2,40.9
6.1,33.0
5.9,10.0
5.6,10.0
5.7,570.4
6.0,20.7
5.6,33.0
5.7,36.9
5.9,22.1
6.1,16.7
6.2,8.1
5.7,350.0
5.9,33.0
6.0,217.0
5.8,8.2
5.5,30.1
5.6,586.7
6.2,35.1
5.7,182.3
5.5,33.0
5.5,10.0
6.1,19.2
6.9,33.0
5.8,231.8
5.6,10.0
5.6,33.0
5.5,639.5
5.8,87.0
5.5,39.0
5.8,33.0
5.5,41.5
5.6,10.0
5.6,107.5
6.2,79.4
6.3,48.4
5.5,38.2
5.6,90.6
5.5,10.0
5.8,319.4
6.2,354.4
5.7,66.6
6.0,30.2
5.7,33.0
5.9,10.0
5.6,622.9
5.8,10.0
5.8,100.0
5.7,27.7
5.5,90.0
7.4,21.2
6.1,37.5
5.5,32.8
5.5,33.0
5.9,93.4
6.2,267.4
5.5,38.7
5.6,37.9
6.2,637.7
5.6,32.2
6.1,16.4
5.7,17.8
6.5,10.5
5.5,164.6
5.6,20.9
5.9,11.5
6.2,10.0
5.5,33.0
5.5,51.5
6.8,23.1
6.1,20.2
5.6,33.0
5.7,10.0
5.8,26.1
6.6,94.1
6.0,27.6
6.9,20.1
6.8,17.4
7.2,20.7
6.8,27.4
5.5,10.0
5.7,30.4
6.5,16.9
6.8,24.1
6.1,530.5
5.5,30.3
5.7,24.3
6.0,22.1
5.6,24.8
6.2,20.2
5.5,196.0
5.5,9.2
6.9,28.8
6.2,35.0
6.1,15.0
5.9,42.7
5.7,32.1
6.7,97.0
5.5,33.0
6.2,10.0
6.1,23.4
7.1,16.0
6.1,33.0
5.7,33.0
5.6,33.0
5.9,76.5
5.9,116.7
6.4,117.5
6.0,20.5
5.5,33.0
5.5,35.9
6.4,12.0
5.9,10.0
6.6,14.0
5.9,576.7
6.9,11.2
6.1,0.0
5.9,186.5
5.7,605.2
7.7,20.2
5.8,33.0
5.5,29.4
6.1,11.4
5.5,33.4
5.5,31.2
6.5,19.7
5.6,34.8
5.7,30.7
5.6,27.8
6.8,12.2
5.5,89.4
5.9,25.9
5.5,100.0
5.5,10.0
5.6,33.0
5.5,51.7
6.3,18.6
5.8,33.0
6.1,29.8
5.5,64.3
5.6,17.4
6.8,10.0
5.6,41.8
5.5,10.0
5.9,31.5
5.6,51.8
5.7,29.4
6.5,62.4
7.1,11.0
5.5,51.5
5.5,85.2
5.7,28.5
5.6,33.0
5.7,42.0
6.3,26.4
5.7,33.0
5.5,10.0
5.6,33.0
5.6,23.7
6.4,33.0
5.5,10.0
5.5,103.9
5.6,69.8
5.8,47.9
5.6,33.0
5.5,131.9
5.6,32.6
5.7,27.6
5.5,27.9
6.6,25.0
5.6,33.0
6.5,14.2
5.7,10.0
5.7,566.2
5.6,38.3
5.5,10.0
5.5,31.4
6.7,10.0
5.6,70.5
5.5,13.7
5.8,33.0
5.8,108.1
6.8,386.0
6.2,32.3
6.0,52.4
5.5,33.0
5.6,33.0
5.8,10.0
5.7,33.0
5.5,33.0
6.0,10.0
5.5,10.0
5.8,33.0
6.0,64.1
6.6,139.4
5.8,11.6
6.2,10.0
5.7,10.0
5.7,33.0
5.5,33.0
7.2,35.3
6.1,54.4
5.6,33.0
5.6,33.0
5.7,10.0
5.5,49.4
6.0,333.3
6.0,11.3
5.6,10.0
6.0,21.1
5.8,19.6
5.9,10.1
5.5,56.4
6.8,12.5
5.5,33.0
6.5,11.4
5.9,34.1
5.9,13.6
5.5,33.0
5.8,358.0
5.5,22.4
5.9,12.8
5.5,33.0
6.0,11.6
5.8,30.8
5.6,32.2
5.5,28.5
5.6,12.8
5.5,38.5
5.7,10.0
5.7,234.8
6.4,65.4
6.0,16.2
6.4,92.4
5.5,10.0
5.7,53.7
5.6,435.6
8.0,45.6
5.8,33.0
5.9,33.0
6.0,30.2
5.8,10.7
5.6,33.0
5.5,48.4
6.2,13.9
5.7,59.1
6.0,33.0
5.8,33.0
5.8,33.0
6.4,16.8
5.8,104.4
5.7,33.0
5.6,528.6
5.7,33.0
5.6,10.0
5.5,74.8
5.7,10.0
6.2,12.6
5.5,10.0
5.5,35.0
5.5,15.9
5.5,33.0
5.5,33.0
6.7,127.9
5.7,540.1
5.5,10.0
5.6,10.0
7.7,30.1
5.9,134.6
5.9,33.0
5.7,463.0
5.8,83.4
5.6,33.0
6.6,18.7
5.7,20.5
5.6,28.0
7.2,33.0
5.5,33.0
6.4,14.1
6.0,0.0
5.6,25.6
6.1,73.1
6.4,21.0
5.7,33.0
5.8,22.3
5.6,233.5
6.2,41.9
5.6,33.0
5.9,88.3
6.6,119.6
5.5,33.0
5.6,42.3
5.5,23.0
7.1,594.9
6.3,12.0
6.2,587.7
5.8,602.2
6.1,612.4
6.2,585.8
5.5,540.4
6.0,224.5
6.0,17.3
5.7,37.1
5.7,34.0
6.6,12.2
6.4,10.0
6.1,18.8
5.8,9.9
6.4,16.8
5.6,33.0
5.9,144.4
5.6,33.0
6.0,12.4
5.9,10.0
6.3,10.0
5.6,10.0
5.9,75.0
5.6,10.0
5.6,599.8
5.9,532.6
7.4,23.0
6.1,151.0
5.6,10.0
5.6,7.7
6.0,8.3
6.0,180.6
5.7,33.0
5.6,617.2
5.6,112.2
5.8,216.9
5.5,5.0
5.75,4.688
6.2,45.2
5.5,52.7
5.6,42.6
6.0,27.1
6.0,45.4
5.6,10.0
6.5,59.9
5.7,33.0
5.7,42.8
5.5,10.0
5.9,33.0
5.8,186.4
5.5,33.0
6.0,44.8
5.5,33.0
6.4,33.0
6.1,430.8
5.6,33.0
6.1,33.0
7.0,24.4
5.6,33.0
6.5,16.7
5.7,37.4
5.5,33.0
5.6,114.6
5.9,27.0
5.8,33.0
6.0,9.0
5.8,9.1
6.4,197.8
5.9,33.0
6.8,33.0
5.8,12.3
5.7,14.8
5.7,20.2
5.6,10.0
6.3,104.8
8.0,33.0
6.0,16.1
5.6,32.2
6.0,8.4
6.1,14.4
5.6,30.1
6.2,147.9
6.1,18.6
6.1,14.4
5.7,27.6
6.3,222.7
7.1,28.4
5.5,20.2
6.1,27.6
6.3,33.0
6.8,19.7
5.6,33.0
5.7,28.6
6.1,224.8
7.2,159.3
5.5,33.0
5.7,33.0
5.9,199.4
6.2,10.0
5.6,637.7
5.5,50.8
5.7,74.4
5.8,38.7
5.5,33.0
5.8,52.4
6.0,68.8
6.1,618.3
5.6,33.0
5.8,14.0
5.8,33.0
6.7,19.9
5.7,33.0
5.8,12.9
5.6,104.5
6.3,36.2
5.7,33.0
5.5,33.0
5.8,33.0
6.9,33.0
6.0,19.8
5.7,33.0
6.3,33.0
6.0,10.0
5.5,33.0
5.8,21.5
5.5,33.0
5.5,600.0
5.5,37.9
5.7,15.4
5.8,33.0
5.6,33.0
5.5,33.0
5.7,41.9
7.2,10.0
5.8,21.1
5.5,24.5
5.7,10.0
6.2,10.0
6.6,27.8
5.5,33.0
5.6,61.5
5.8,21.9
5.5,10.0
6.3,20.5
5.8,369.9
5.8,19.7
6.0,136.9
5.6,33.0
6.3,23.4
6.6,10.0
6.6,18.1
5.5,33.0
5.6,33.0
7.9,33.0
5.5,33.0
5.8,33.0
5.7,33.0
6.4,33.0
5.6,33.0
5.9,33.0
5.6,33.0
5.5,33.0
5.6,33.0
5.7,33.0
5.9,33.0
5.7,33.0
5.5,33.0
6.5,33.0
5.6,100.0
6.4,33.0
5.8,99.1
5.8,14.9
5.5,33.0
5.9,33.0
5.9,15.5
5.6,33.0
6.0,27.7
5.5,10.0
5.5,33.0
6.4,16.0
6.2,33.0
6.2,412.5
6.4,20.0
5.7,10.0
5.8,28.0
6.1,20.3
5.6,10.0
5.5,33.0
5.8,33.0
5.5,33.0
5.5,10.0
5.7,33.0
5.5,255.1
6.5,63.4
5.5,33.0
6.1,14.8
5.6,228.2
5.8,33.0
7.1,141.9
5.9,10.0
5.8,33.1
5.7,33.0
5.7,33.0
5.7,137.3
6.1,10.0
6.3,22.0
5.7,33.0
5.7,30.1
5.8,43.5
6.0,33.0
7.9,24.0
5.6,33.0
6.6,33.0
5.5,33.0
5.5,33.0
5.5,33.0
5.5,33.0
5.7,389.5
5.6,42.8
5.6,7.8
5.5,33.0
5.9,38.4
5.9,93.1
5.6,37.7
5.9,14.7
5.9,33.0
5.7,111.8
5.7,355.9
6.1,109.1
5.6,63.6
5.5,10.0
5.6,34.0
5.6,35.4
6.2,10.1
5.5,76.5
6.0,33.0
5.7,10.0
6.1,14.2
6.4,33.0
5.6,18.2
6.0,20.6
5.5,574.3
6.2,170.0
5.8,33.0
6.6,11.1
5.6,10.0
5.9,27.9
5.5,100.0
5.6,55.1
5.5,10.0
5.7,33.0
6.1,13.8
5.6,20.0
5.7,607.2
7.2,42.6
6.0,33.0
6.1,68.5
6.1,8.0
5.8,36.5
5.7,141.3
5.6,33.0
6.6,10.6
6.0,33.0
6.7,40.8
8.2,33.0
5.5,33.0
5.5,33.0
6.0,33.0
5.8,33.0
5.8,532.1
5.5,57.4
6.5,19.2
5.7,33.0
6.5,31.9
5.9,33.0
6.4,10.0
5.6,242.4
5.5,33.0
5.5,33.0
6.6,10.0
5.7,12.1
6.0,7.6
5.5,610.8
5.8,42.7
7.5,10.0
6.0,43.3
6.3,124.2
6.2,33.0
7.1,21.1
5.7,33.0
6.2,12.3
5.9,8.0
5.5,33.0
5.5,32.2
5.8,12.8
6.4,115.5
5.7,10.0
5.5,33.0
6.1,58.7
5.7,33.0
6.6,33.0
5.5,33.0
6.7,33.0
5.9,151.1
5.5,33.0
6.3,29.5
5.9,33.0
5.8,134.1
5.6,33.0
5.5,31.3
5.5,33.0
5.5,33.0
5.6,103.9
6.1,33.0
5.7,33.0
5.7,10.0
5.7,32.8
5.6,16.5
5.9,29.3
5.6,10.0
6.7,477.2
6.7,164.4
6.1,33.0
5.8,33.0
6.3,28.2
5.8,10.0
5.9,33.0
5.6,33.0
6.8,20.4
5.8,33.0
5.8,33.0
5.5,10.0
5.5,34.3
5.8,10.0
6.1,10.0
5.6,29.0
6.0,33.0
6.1,10.0
5.6,33.0
5.8,33.0
5.5,33.0
6.0,33.0
5.8,33.0
5.5,33.0
5.5,10.0
6.1,10.0
5.7,33.0
6.3,33.0
5.5,53.1
5.5,52.1
6.0,33.0
5.5,33.0
5.8,33.0
5.7,33.0
5.9,41.3
5.5,32.6
5.6,8.4
5.6,33.0
5.7,33.0
5.8,58.3
5.5,61.8
5.7,110.6
5.9,42.7
5.8,33.0
5.9,55.0
5.5,56.2
7.2,110.9
5.5,10.0
5.5,10.0
5.8,33.0
6.6,49.5
5.7,592.6
5.5,27.5
5.5,33.0
5.6,196.9
5.6,33.0
5.5,29.3
5.6,150.7
5.5,639.2
5.5,74.6
5.5,33.0
6.2,10.0
7.2,44.0
5.7,33.0
6.1,33.0
6.1,33.0
5.6,33.0
6.0,33.0
5.5,33.0
5.5,33.0
6.6,500.0
5.6,33.0
6.0,26.0
5.7,33.0
5.6,33.0
5.5,10.0
5.5,560.7
6.0,33.0
5.5,33.0
6.2,53.9
5.8,76.5
5.5,101.0
5.7,29.1
5.8,23.7
6.3,33.0
5.6,33.0
5.7,604.9
5.7,33.0
5.7,32.1
5.7,33.0
6.2,108.2
6.0,84.0
5.5,242.8
5.5,10.0
5.6,19.6
7.0,10.0
5.8,41.5
6.0,33.0
6.1,33.0
6.0,10.0
5.6,33.0
5.9,10.0
5.9,59.2
5.5,33.0
5.6,33.0
6.3,20.4
5.9,0.0
6.5,33.0
6.5,149.0
5.6,33.0
6.7,200.1
7.9,33.0
5.6,33.0
7.3,26.3
5.5,33.0
5.6,33.0
5.9,33.0
5.8,33.0
5.6,33.0
5.5,33.0
7.1,33.0
5.5,33.0
5.8,33.0
5.5,33.0
5.6,33.0
5.5,535.2
5.5,10.0
6.1,28.8
7.9,587.3
6.0,33.0
5.6,33.0
6.7,20.0
6.4,10.0
6.2,33.0
5.7,10.0
5.5,33.0
5.9,33.0
6.3,468.5
5.5,470.6
5.6,35.6
5.6,33.0
5.9,33.0
5.8,33.0
6.1,33.0
5.5,10.0
5.5,33.0
5.7,33.0
5.9,33.0
5.9,33.0
5.6,82.6
5.6,33.0
5.6,33.0
6.2,241.1
5.7,10.0
5.9,33.0
6.3,176.5
6.8,18.3
6.5,33.0
6.6,33.0
5.8,33.0
6.2,33.0
5.9,356.9
5.9,110.1
5.6,61.1
7.0,33.0
5.6,33.0
6.5,33.0
6.2,33.0
5.9,33.0
5.7,1.5590000000000002
6.1,10.0
5.9,48.0
6.0,33.0
5.5,74.3
6.1,33.0
5.5,33.0
5.5,33.0
5.6,10.0
5.6,148.9
6.9,33.0
5.9,33.0
6.7,41.2
6.3,33.0
7.4,550.2
5.6,33.0
5.5,43.7
5.8,33.0
5.8,33.0
5.5,33.0
5.7,33.0
5.7,45.7
6.2,33.0
6.0,10.0
5.5,10.0
5.7,33.0
5.7,10.0
6.1,99.8
6.0,42.3
5.7,27.9
5.7,109.8
5.7,75.4
5.6,10.0
5.8,10.0
5.7,10.0
6.2,33.0
5.5,33.0
5.6,33.0
5.8,10.0
6.0,33.0
6.1,10.0
5.9,10.0
5.5,33.0
6.0,595.7
5.5,33.0
5.9,10.0
5.8,10.0
5.5,50.7
5.7,33.0
5.9,574.9
6.0,10.0
5.6,10.0
5.5,32.6
5.9,10.0
5.9,33.0
5.5,10.0
5.5,580.2
5.6,125.8
5.5,43.7
5.9,187.2
5.9,33.0
5.5,33.0
5.5,10.0
5.7,33.0
6.2,32.5
6.9,10.0
5.6,10.0
6.2,10.0
5.7,33.0
6.0,10.0
6.8,20.0
5.9,33.0
6.2,33.0
5.5,10.0
5.6,33.0
5.8,10.0
5.5,33.0
5.6,98.2
5.6,33.0
5.6,600.0
6.0,39.0
5.8,10.0
5.7,33.0
5.8,33.0
6.2,55.0
5.5,156.8
5.8,181.0
5.9,119.5
6.4,72.7
5.9,50.3
5.9,33.0
5.5,10.0
5.6,10.0
5.5,33.0
5.7,33.0
5.7,31.8
5.7,33.0
5.6,192.6
5.5,484.7
6.4,33.0
6.6,33.0
6.6,33.0
6.1,33.0
5.8,10.0
5.8,33.0
5.7,33.0
5.9,10.0
5.7,224.3
5.6,33.0
5.6,25.1
5.8,146.7
5.5,33.0
5.8,33.0
5.6,33.0
5.7,33.0
6.3,234.8
5.6,10.0
5.5,101.9
5.5,33.0
5.5,33.0
6.4,10.0
5.5,10.0
5.6,61.9
6.4,33.0
6.0,33.0
5.6,33.0
5.6,10.0
5.5,10.0
5.6,10.0
6.2,10.0
5.5,606.4
6.1,10.0
5.6,627.1
5.8,10.0
6.8,33.0
5.7,33.0
5.7,33.0
6.3,33.0
6.1,33.0
5.9,33.0
5.8,33.0
5.9,33.0
6.8,24.0
5.5,33.0
5.5,117.1
6.0,116.8
5.5,33.0
6.6,10.0
5.8,44.0
5.6,337.5
5.5,10.0
5.5,33.0
5.7,33.0
6.7,22.0
6.9,590.8
5.6,33.0
5.6,500.0
5.8,10.0
5.8,3.9
5.6,33.0
5.5,33.0
6.1,19.9
5.7,116.2
5.7,33.0
5.6,33.0
5.5,33.0
5.6,33.0
5.9,33.0
5.7,33.0
5.6,33.0
5.8,301.8
5.7,33.0
5.8,33.0
5.6,33.0
5.9,33.0
6.3,14.0
5.5,10.0
6.8,369.4
6.0,33.0
5.5,33.0
6.6,9.0
5.5,33.0
6.1,33.0
5.5,33.0
5.5,552.8
5.6,84.2
5.5,33.0
5.6,33.0
5.6,33.0
6.2,33.0
6.0,80.0
7.7,33.0
5.6,33.0
5.5,33.0
6.1,33.0
6.0,33.0
5.5,33.0
6.0,109.2
5.5,10.0
5.7,33.0
5.6,33.0
6.2,191.6
5.8,33.0
5.5,33.0
5.7,33.0
6.0,33.0
5.7,33.0
5.6,33.0
6.0,33.0
6.1,591.6
6.9,33.0
6.1,33.0
5.9,33.0
5.8,33.0
5.8,33.0
5.9,52.7
5.6,38.8
5.9,10.0
5.5,54.5
5.6,66.6
6.3,10.0
5.5,600.0
6.2,355.8
5.5,600.0
6.7,49.2
6.2,32.7
5.7,138.9
5.5,33.0
5.8,90.5
5.5,33.0
5.7,33.0
5.5,33.0
6.1,50.9
6.0,10.0
6.7,10.0
5.6,33.0
5.9,10.0
5.5,63.4
5.6,33.0
5.5,69.3
5.6,33.0
5.7,33.0
5.5,10.0
5.5,33.0
5.5,33.0
5.6,33.0
5.5,32.5
5.5,33.0
5.5,44.8
6.5,226.5
5.8,10.0
5.5,29.2
5.8,10.0
5.8,107.1
6.3,33.0
5.5,33.0
5.5,33.0
5.8,31.4
6.0,33.0
5.7,33.0
6.4,99.5
5.8,115.4
6.0,140.3
5.6,33.0
5.5,10.0
5.8,22.2
5.5,52.2
7.2,33.0
5.7,33.0
5.6,33.0
5.5,28.3
6.2,110.7
6.3,33.0
5.8,10.0
5.5,651.2
5.9,33.0
5.7,33.0
5.9,33.0
5.5,33.0
5.6,23.006999999999998
5.7,10.0
7.1,276.2
5.6,70.6
6.2,33.0
5.6,33.0
5.5,10.0
6.5,10.0
6.4,28.0
5.7,101.3
5.5,10.0
6.1,33.0
5.9,33.0
5.9,33.0
5.5,33.0
5.6,274.4
5.8,100.7
5.5,84.1
6.0,33.0
6.1,33.0
5.6,611.9
5.6,10.0
5.5,33.0
5.7,33.0
6.1,10.0
5.5,33.0
7.1,33.0
6.0,33.0
5.9,33.0
6.1,10.0
5.6,22.4
5.6,48.4
5.6,10.0
5.6,102.1
5.7,33.0
5.5,33.0
5.9,33.0
6.2,33.0
5.5,10.0
5.6,33.0
5.7,552.6
6.1,10.0
5.7,88.4
6.9,10.0
5.6,10.0
5.9,10.0
5.8,33.0
5.6,36.2
5.5,33.0
6.4,33.0
5.8,98.9
5.9,33.0
6.3,448.7
5.8,34.5
5.7,10.0
5.5,33.0
5.9,10.0
5.7,33.0
5.5,84.0
5.7,10.0
6.1,602.6
6.7,33.0
6.1,10.0
5.8,126.7
5.6,33.0
5.7,33.0
5.5,33.0
5.5,33.0
6.1,33.0
6.2,113.8
6.2,115.6
6.1,45.0
5.7,33.0
5.5,10.0
6.5,69.1
5.5,33.0
5.9,33.0
6.0,33.0
5.6,33.0
5.8,60.4
5.7,10.0
5.5,45.9
5.6,33.0
5.5,5.0
5.8,70.6
5.5,33.0
6.2,15.0
5.5,33.0
6.0,183.6
5.6,33.0
5.5,33.0
5.5,33.0
5.8,23.3
5.5,10.0
5.6,10.0
5.6,27.2
5.5,10.0
5.5,10.0
5.6,104.6
5.5,50.0
7.7,33.0
6.1,33.0
6.2,33.0
6.0,33.0
5.7,33.0
5.5,33.0
5.5,33.0
5.9,432.3
5.5,33.0
5.9,107.5
6.7,5.0
5.6,5.0
5.8,33.0
5.7,33.0
6.0,33.0
6.5,100.8
5.6,33.0
5.9,33.0
5.8,10.0
5.6,33.0
6.1,41.6
5.5,33.0
6.8,10.0
5.5,33.0
6.9,33.0
5.5,33.0
6.9,108.3
5.5,5.0
5.5,33.0
6.0,34.9
5.6,217.9
6.0,33.0
5.6,59.1
5.5,10.0
6.0,29.0
7.3,10.0
5.6,33.0
6.5,10.0
5.9,48.8
5.6,33.0
5.9,33.0
5.6,33.0
6.1,33.0
6.5,196.0
5.5,274.2
5.5,33.0
6.0,33.0
5.7,33.0
5.5,33.0
5.5,106.3
5.6,33.0
5.8,10.0
5.9,10.0
5.6,33.0
6.8,57.0
6.0,33.0
5.8,36.0
6.5,70.0
6.1,33.9
5.8,10.9
5.5,36.2
7.1,332.7
6.1,10.0
6.4,14.0
5.6,33.0
5.6,536.3
6.5,10.0
5.6,10.0
5.6,33.0
5.6,33.0
5.5,10.0
6.1,33.0
5.7,10.0
5.6,10.0
6.0,33.0
6.5,10.0
5.8,164.1
5.5,572.7
5.6,57.4
6.1,33.0
5.5,33.0
6.4,33.0
5.6,28.2
5.6,10.0
5.9,33.0
6.4,33.0
5.8,33.0
5.9,10.0
5.9,10.0
5.8,10.0
6.3,10.0
5.9,10.0
5.6,8.0
5.7,7.5
5.8,33.0
5.5,10.0
6.8,19.0
6.1,33.0
5.8,33.0
5.8,64.2
5.5,24.7
5.9,28.5
5.8,33.0
5.9,33.0
7.0,19.9
5.9,33.0
6.0,574.4
6.1,33.0
5.6,102.5
5.9,26.4
6.9,33.0
5.7,33.0
6.1,14.4
6.1,256.1
5.5,33.0
6.0,33.0
5.5,50.7
5.7,33.0
6.2,33.0
6.1,33.0
5.5,33.0
6.3,33.0
5.8,33.0
5.9,33.0
5.5,10.0
6.0,58.6
5.6,10.0
6.1,33.0
6.0,33.0
5.5,10.0
5.5,33.0
5.6,33.0
5.6,550.0
6.6,10.0
6.3,10.0
6.2,55.3
5.5,46.5
5.5,33.0
6.3,10.0
5.7,33.0
6.0,25.9
5.7,33.0
5.5,33.0
6.0,33.0
6.5,10.0
5.6,139.1
5.6,33.0
5.6,394.0
5.5,33.0
5.6,33.0
5.7,609.6
5.9,33.0
5.5,33.0
6.5,33.0
6.6,22.8
5.5,33.0
5.8,33.0
5.6,10.0
5.5,10.0
6.8,198.7
6.1,10.0
6.8,624.7
5.7,365.6
5.5,33.0
5.8,421.1
6.1,10.0
5.6,10.0
5.5,10.0
5.6,10.0
5.9,10.0
6.2,50.7
6.0,33.0
5.6,33.0
5.6,33.0
5.7,33.0
7.0,30.0
5.6,74.0
5.6,33.0
5.6,33.0
5.9,10.0
5.6,33.0
5.8,10.0
6.0,10.0
5.6,33.0
5.5,41.0
5.7,10.0
6.0,10.0
5.5,10.0
6.0,253.8
5.9,33.0
5.6,106.8
5.6,70.0
6.2,10.0
5.5,416.0
5.6,100.0
5.5,6.792000000000001
5.5,10.0
5.7,10.0
5.7,10.0
5.5,71.3
6.3,273.9
5.8,223.9
6.5,105.6
5.6,33.0
6.1,33.0
5.5,10.0
5.9,33.0
5.5,10.0
5.7,617.3
5.9,33.0
5.5,33.0
5.5,33.0
6.0,33.0
5.5,143.0
6.4,24.0
7.8,167.3
5.5,10.0
7.1,58.0
5.7,56.2
6.4,22.0
5.5,47.9
6.2,10.0
6.0,578.9
5.5,35.6
5.8,33.0
5.5,133.6
5.6,153.8
5.7,160.0
5.5,10.0
5.6,33.0
5.8,10.0
5.7,10.0
5.6,133.6
5.9,33.0
7.2,112.0
5.6,45.2
5.9,182.8
5.6,33.0
5.5,33.0
5.6,600.0
5.5,33.0
6.2,45.0
6.1,215.6
5.6,44.9
5.9,151.9
5.6,621.3
5.6,10.0
5.6,10.0
5.6,23.8
5.9,10.0
5.6,116.8
7.5,33.0
6.5,176.4
5.6,10.0
5.5,68.5
6.2,86.0
5.5,33.0
5.6,10.0
5.5,33.0
5.6,10.0
6.0,17.9
6.1,161.0
5.6,362.7
7.0,123.1
5.6,33.0
5.5,33.0
6.6,33.0
5.8,52.1
5.7,33.0
5.5,33.0
5.5,33.0
6.1,54.4
5.5,33.0
5.6,33.0
5.6,23.4
5.7,33.0
7.0,24.0
5.5,33.0
5.5,393.5
6.7,586.0
5.7,581.2
5.8,42.6
5.7,33.0
5.5,595.7
5.5,33.0
6.0,80.5
5.5,86.5
5.5,33.0
5.5,33.0
7.8,33.0
5.7,33.0
5.6,33.0
5.5,89.4
6.4,33.0
5.5,33.0
5.8,33.0
5.5,33.0
5.6,33.0
5.7,33.0
6.1,33.0
5.9,33.0
6.2,33.0
5.6,33.0
5.7,33.0
5.6,33.0
5.7,132.5
6.4,177.5
5.6,69.3
5.6,10.0
5.7,10.0
5.7,33.0
5.6,33.0
5.6,33.0
5.9,33.0
5.9,10.0
5.5,10.0
6.0,10.0
5.7,10.0
5.8,103.2
6.6,20.0
6.3,207.0
5.5,33.0
5.7,33.0
6.1,182.1
5.8,33.0
5.5,45.1
5.9,613.8
7.2,179.3
6.1,59.3
5.6,33.0
5.5,33.0
5.5,10.0
5.8,10.0
5.9,588.4
5.6,33.0
6.2,10.0
5.7,10.0
5.8,33.0
6.3,95.6
5.9,46.2
6.3,10.0
5.8,10.0
7.5,100.6
5.6,33.0
5.7,30.3
6.4,33.0
6.6,33.0
5.5,33.0
5.7,10.0
5.6,53.2
6.6,34.8
6.7,23.4
5.5,33.0
5.9,44.4
5.5,33.0
5.8,10.0
6.6,33.0
6.0,10.0
5.9,33.0
5.9,33.0
5.7,72.4
5.7,10.0
5.7,10.0
5.5,159.3
6.2,10.0
5.8,10.0
5.7,54.8
5.7,10.0
5.6,33.0
5.9,33.0
5.6,33.0
5.5,10.0
5.5,10.0
5.7,159.9
5.9,33.0
6.0,642.8
5.5,49.0
6.3,611.0
6.5,610.1
5.5,37.3
7.1,42.0
5.8,33.0
6.0,10.0
6.4,33.0
5.9,33.0
5.5,57.6
5.5,26.7
5.9,525.9
6.4,525.3
5.9,129.1
5.5,10.0
5.5,678.9
5.5,56.8
5.6,33.0
5.5,33.0
5.5,218.9
5.5,10.0
6.8,10.0
5.5,48.6
5.9,33.0
6.5,33.0
5.6,33.0
6.4,235.6
5.6,66.2
5.6,10.0
5.5,33.0
5.6,10.0
5.8,184.9
5.7,291.4
5.6,44.7
5.5,33.0
6.1,62.8
5.5,33.0
5.5,32.0
5.8,157.5
5.7,33.0
5.7,33.0
5.5,33.0
5.5,10.0
6.6,9.0
5.8,33.0
5.5,44.8
